query,intent
자 이렇게 한쪽으로 잡아서 만져주고 우리랑 푸는 게 아니라 어디 근육이 지금 긴장하고 있는지 텐션이 높은지 그것만 잘 해결해서 만져주시면 좋겠습니다.,1
여러분들이 진짜 근육을 근육별로 어디에 부착돼 있고 어떤 작용을 하는지도 모르면서 공부를 한다면 음 어떤 생각을 해야 될까요?,1
뭐 좀 지각을 했다든가 뭐 어디를 갔다 왔다고 이렇게 한번 두 번 정도는 해드릴 수 있지만 비대면일 경우 에는 교수들이 이렇게 출석 체크를 하게 되면 그건 어떻게 다음에 이야기할 수 있는 부분이 아닙니다.,1
어떤 친구분이 반월판을 자극을 주는데 어디를 자극을 줘야 된다고 손톱이 있는 이 끝에 보면 우리가 반월판이 있잖아요.,1
근 (balance)/(밸런스)가 어떻게 깨져 있는지도 평가를 해야 되고 어떤 자세에 평가가 돼서 어떻게 근막들이 긴장을 하게 되고 어디에 어떤 근육 모양으로 그 다음에 어떻게 근육의 손이 이루어져 있는지 전체적인 근육의 어 모양 그 상태 들을 손으로 촉각으로 읽어내면서 재활 적인 그 다음에 그 표현하고자 하는 움직이고자 하는 것들을 잘 움직일 수 있고 표현할 수 있도록 그래서 얼굴도 여러분들이 알다시피 어떻습니까?,1
얼굴의 표정근들을 잘 우리가 피부 관리사들이 해줄 수도 있지만 우리는 한다고 하면은 얼굴의 표정근들을 훨씬 더 아름답게 하고 또 뭐 그 뭐 안면 마비가 왔다든가 그 다음에 안면에 대칭이 깨져 있다든가 이런 걸 할 때 여러분들이 뭐 어떤 씹는 근육의 어디에 문제점이 더 긴장감이 있어서 턱선이 틀어져 있는지도 그러면 그거에 맞춘 마사지를 해야 되겠죠.,1
그래서 어 그런 것들을 전체적으로 다 포함해서 우리는 더 더 한 발 앞장을 서서 전체적인 그분의 표현하고자 하는 것들을 몸으로써의 표현하고자 하는 것들 걷고 달리고 뛰고 노동하고 할 때 그런 어떤 표현하고자 하는 것들이 거침없이 잘 이루어지게끔 하기 위해서는 어디에 문제점이 있는가를 잘 찾아가야 되지 않을까 하는 생각이 듭니다.,1
그 다음에 내가 어디에서 연주를 하느냐에 따라서 음 소리가 어떻게 장력을 또 텐션을 주느냐가 하나의 또 관건이라고 생각합니다.,1
어디를 막 풀어내 버린다 시원하게 한다 릴렉스 시킨다 이런 생각을 갖는 것보다 잘 조절할 수 있고 그 다음에 어쩔 수 없이 이 사람이 다른 일을 해야 되고 내 몸의 비틀림을 가져야 된다면 정기적으로 조율을 해주는 그런 어 서로 상대방에게 제가 인식을 시키고 이야기를 해서 이렇게 정기적으로 조율을 하면서 000이라는 곳까지 나빠지지 않게 이렇게 가면 좋겠습니다 해서 정기적인 그 코스로 해서 그 사람을 조율을 해주고 조금의 어떤 통증만 가지고 살 수 있도록 해 줄려고 노력을 많이 하고 있습니다.,1
모래에서 치는 채 그 모래는 어디에 있죠?,1
다 연습방법 잘 보시고 우리가 집에서도 지금 아 이건 실내에서도 어디서든 할 수 있는 동작이기 때문에 지금 비대면 수업이 진행되고 있지만 여러분들 꼭 골프 클럽이 아니더라도 집에 있는 어 무슨 빗자루라든가 에 또 예를 들면 수건을 양쪽 겨드랑이에 끼워서 앞뒤로 돌리는 연습 해 본다든가 하는 방법도 좋을 것 같습니다.,1
그렇기 때문에 조금이라도 볼이 어 어디 물에 빠질 것 같다든가 잊어버릴 것 되면 꼭 잠정구를 먼저 플레이하면 좋겠습니다.,1
어느 방향에서 공략하면 좋을지 또 세컨 타의 볼을 어디로 보내야 될지 대해서 공략하는 방법을 말합니다.,1
언플레이어볼은 플레이어의 뜻에 따라 언제 어디서나 가능하다고하셨잖아요 그 옐르 들어서 설명해주시면 안될까요.,1
(unplayable)/(언플레이어블) (unplayable)/(언플레이어블) 선언은 (player)/(플레이어)의 뜻에 따라 언제 어디서나 가능합니다.,1
언플레이어볼은 플레이어의 뜻에 따라 언제 어디서나 가능하다고하셨잖아요 그 옐르 들어서 설명해주시면 안될까요.,1
언 플레이어블 (unplayable)/(언플레이어블) 선언은 플레이어의 뜻에 따라 언제 어디서나 가능합니다.,1
그렇기 때문에 조금이라도 볼이 어디 물에 빠질 것 같다든가 잊어버릴 것 되면 꼭 잠정 구를 먼저 플레이하면 좋겠습니다.,1
그래서 우리가 장비를 관리할 때 저 계기 어디 강에 부딪혔다든가 아니면 어 놔뒀는데 다른 사람이 모르고 밟았다든가 하면 저게 균열이 갈 수 있고 또 파손될 수 있기 때문에 어 관리를 잘해주셔야 됩니다.,1
종아리에 안쪽 어떤 콘솔 계기판의 뒷면 비씨포켓 또는 악기툴 이 칼을 어디에 어떻게 고정시키는가는 칼집의 설계 칼의 크기 개인 선호도에 따라서 다를 수 있습니다.,1
아까 공간의 인식의 혼란 그다음에 눈이 뭐랄까 원시안 때문에 어디서 집중하고 보는 거 못 한다고 어렵다고 이게 이 시기에는 그래서 휴식 시간을 자주 가져줄 수 있게끔 프로그램을 짜는 거고 그 프로그램을 짤 때도 되도록이면 집중적이어서 정말 단타성을 빵하고 빵 끝나는 그런 프로그램들을 만들어줘야 된다는 겁니다.,1
그것처럼 우리가 부하 검사 자격적 평가는 내 스스로의 지금 현재 위치가 어디 있나 그렇게해서 개인적인 그 지표를 내고 평가할 때는 그렇게 방법을 보는 것이고 생리적 연령은 우리가 0주차에서 한번 얘기한 것처럼 상해 성숙도를 말해주는 그런 표준 연령 그다음에 생리적 연령 결정하는 중요한 지표이고요.,1
0분에 우리 성인은 대부분 지금 뭐 60에서 75 또는 뭐 어디 보면 65나 70으로 나와 있습니다.,1
일상 생활에 어 신체 활동 실천할 수 있도록 한 정거장 미리 내려서 걸어간다거나 엘리베이터를 타지 않고 걸어올라 간다거나 그런 내가 평소에 하는 그런 행동들을 습관을 운동을 습관 할 수 있도록 해줘야 되는데 거기 어디에 말이 쉽냐고 여러분도 지금 0층에서 3층까지 0년에 여기 학교 다니면서 몇 번을 올라 어 그냥 엘리베이터 안 타고 올라 오 올라오는 겁니까.,1
그러니까 내가 이제 어디 기관을 들어가기 위해서는 자격을 일단은 기본적으로 갖춰 놔야 되는 거고 그에 부수적으로 했을 때 그 조직에 들어갔을 때 그 기간에 들어갔을 때 내가 내가 스스로 할 수 있는 게 좀 나는 운동들도 있다라고 하는 게 요즘에는 굉장히 좀 돋보이는 내가 나를 (pr)/(피알)할 수 있는 하나의 좋은 그런 필살기가 되지 않을까 하는데 그 자격증 에 대해서 잠깐 얘기했고요.,1
자 여기서 그 에너지원으로 쓰여서 우리가 반응할 수 있게 해주게 하는 게 이제 포도당인데 이제 그 스키 그 포도당이 필요할 때는 스트레스를 받을 때 이제 이 필요하기는 한데 자 이런 것들이 외부에서 받아지는 것이 아니라 우리가 어디에 들어있을 음식물 속에 그런 영양소들이 다 들어있다는 거예요.,1
(glucose)/(글루코스) (glucose)/(글루코스)는 어디에 제일 많이 있어.,1
그 다음에 몸의 구성 성분이고 남은 것은 얘기했듯이 (glycogen)/(글리코겐)이나 지방으로 전환되어 어디에 저장이 돼 있어?,1
이런 것들이 어디에 다 포함이 돼 있느냐.,1
이런 것들이 어디에 많이 있냐?,1
또 하나 이 사람이 설명하면서 뭐가 나오면 생물학적 음 생물학적 활성화 단백질 활성화 단백질 아 오른쪽 손이 너무 아파 자 이거는 우리가 어디서 필요한 단백질이냐 하면은 네 몸의 항원 항원이나 음 그다음에 (hormone)/(호르몬) 역할을 할 때 필요해요.,1
밑줄 쫙 어디갔어?,1
소화관에서 음식물을 한쪽 방향으로 어디 괴장으로 쫙 내보내는 하나의 그림입니다.,1
이거 한번 우리가 바디 코디네이션 시간에 입으로 들어가서 식도를 거쳐서 어디로 거쳐서 한 번 배웠던 기억이 나는데 다시 한 번 저기 리바이벌 리메이크하는 그런 순서를 갖겠습니다.,1
지금 이제 앞에서 그 그림을 보면서 우리가 쭉 나열을 했는데 소화샘은 음식물의 소화에 필요한 소화액을 분비 또는 소화를 돕는 기관 그러면 어디서 나오냐?,1
시험에 나 이제 예를 들어서 시험에 탄수화물을 최초로 분해하는 것이 어디냐 그러면 위 아니에요.,1
탄수화물은 어디 입 단백질은 어디 위 그래서 단백질이 위에서 분해가 잘 안 되면 어떻게 나타나 여드름으로 이렇게 이제 이제 좀 뽀드락지로 나는 그런 현상이 어 나는 거죠.,1
우리 종아리 어디 비복근에도 이렇게 정맥이 있으면 판막이 있습니다.,1
그러니까 판막이라는 거는 심장에만 있는 게 아니라 정맥에도 있어서 결국에는 판막의 역할은 혈액이 거꾸로 흐르는 것을 방지하기 위해 위치는 어디 있냐?,1
호흡 기관은 기관은 우리 몸에서 어디어디 있을까요.,1
그래서 그 안에는 뭐 하다 보면 해부랑 관 해부학도 관련된 그런 내용도 들어갈 것이고 또 운동 처방하고 관련된 그런 수업도 들어갈 것이고 또 한때 심장에 대해서 공부했었던 그런 모든 그런 과정들이 일련의 어린아이에서부터 내가 나이가 중년 그다음에 노인이 되기까지의 과정 안에 이런 모든 것들을 어디에서 껴서 건강 관리를 어떻게 대해야 되는지 이 아 어린아이 시기에 또 아동기 시기에 청년 시기에 성인에서 노인까지 가는 그런 시기에 그쵸?,1
그 안에서 어디에서 이루는동 어디에서는 무슨 뭐 뭐 움직임 또는 어떤 정서를 조금 더 해야 되는지 그런 모든 총체적인 수업을 다시 한번 리바이벌하고 (re-make)/(리메이크) 리바이벌하고 어 한번 쭉 살펴보는 그런 수업이기도 합니다.,1
그래서 1번 1번 3번 나가기 전에 자 유아에서 어디서부터 어디까지가 유아인지 또 아동도 몇 살부터 몇 살까지가 아동을 하는지 그래서 그 연령대에 나타나는 그런 특성을 보고 거기에 껴 맞도록 껴맞춰서 운동 신체 활동을 할 수 있도록 한번 우리가 기본적인 걸 한번 보도록 하겠습니다.,1
이게 뭐 닭이 먼저냐 알이 먼저냐라는 상태에서 일단은 인간의 기준으로 간다면 이거는 지금 어디서요 한국 건강 증진 개발원에서 나눠 놓은 거예요.,1
자 우리가 어디까지 했죠?,1
그래서 이때 세 살에서 네 살까지는 내가 나이랑 성별 어디에 속해 있는지 이제 어 내가 좋아하는 거 조금 더 인지하기 시작하는 기간에 이런 걸 또 배우고 배우지 않고 넘어갔다면 부족한 상태로 일단은 내 몸은 성장을 해 가는 거겠죠.,1
지금도 초등학교에서 그림 일기가 있는지 모르겠지만 나는 오늘 엄마랑 어디 갔다.,1
그래서 아빠랑 어디 갔고 뭐 느꼈고 좋았고 뭐 먹고 싫었다.,1
낙하산 반사는 어디에서 속해?,1
6번 어디야?,1
이제 시작해서 어디로 갔는다.,1
자 위팔 동맥 이팔 동맥이면 어디야.,1
(origin)/(오리진) 어디서 붙어 있냐.,1
얇은 호흡할 때는 0에서 1cm라고 얘기했지만 깊은 호흡할 때는 8에서 00 결국에는 횡격막은 이 호흡을 넓게 흉곽 전체를 관여하고 있는 거기 때문에 어디서 복잡해 그렇게 외우기 힘들면 그냥 흉각 전체를 관여해 그래서 횡경막 수축 이노레이션 호흡을 들어마실 때는 밑으로 모든게 장기가 내려가면서 폐가 팽창해서 호흡 산소를 받아들이게 되는 거죠.,1
우리 몸통에서 가장 큰 근육을 갖고 있는 곳은 어디죠?,1
(gish)/(기시)에서 이렇게 붙어서 자 위에서 이렇게 어디까지 벗 복건막과 배선 치골 여기서이렇게 붙는다.,1
눈은 수평으로 어디 봐 앞을 봅니다.,1
자 (anterior)/(엔테리어) (anterior)/(엔테리어)는 아까 어디라 그랬어?,1
자 그러면 여기서 말한 메디얼 메디얼은 어디 가서 카메라 메디얼은 어떻게 얘기할까.,1
자 그러면 펀드멘탈 자세에서 레디얼은 어디 어느쪽으로 될까요?,1
그러면 우리 몸에서 연속적으로 돌 수 있는 범위가 부위가 어디가 있죠?,1
우리 몸에서 (elevation)/(엘리베이션)과 디프레이션이 가능한 관절은 어디인가?,1
작용 관여한다. 그러면 넓은 등 근육 이 광배근도 어디부터? 승모근 하각에 있다고 그랬어 그러면 승모근과 광배근은 같이 살짝 겹치는 애들이에요.,1
여러분들 우리가 이제 지난 시간까지 어떤 거를 배웠냐면 우리가 이제 뭐 인대도 배웠고 건도 배웠고 그다음에 우리가 해부학을 하려고 하는 어 기본적인 기본적인 어 좀 배워야 어 기본적으로 좀 알아야 될 그런 용어들이나 네 뭐 또 어디 거니 어디 가서 묻고 인대는 또 어떤 역할을 하며 뭐 그런 걸 전체적으로 한번 또 배웠습니다.,1
그러니까 그런 고무줄들이 하나의 다발 고무줄이 다발 이게 어떤 어디서 와 같은 역량이냐면 큰 대교 만들 때 다리 만들 때가 구조물로 돼 있죠?,1
그거 어디 있지.,1
근섬유가 한쪽에 경사지게 반 우상근에서 어 유니팬네이트라고 하는데 이제 하나의 건 건으로 비스듬하게 이제 뻗어나가는 근육 얘네는 어디 많이 붙어 있냐면요.,1
자 여러분 지난 주에 우리가 어 어디까지 다 나갔죠?,1
자 여기 보면 여기가 쑥 지워지는 거 어디 썼더라?,1
자 어디 붙어 있어?,1
어디 붙을까요?,1
보조하는 역할이니까 그래서 얘네가 붙는 게 보면 상완골에 전면하부에 로어라고 해서 로어 해브 중간에 붙어서 정지는 인서셜 어디야 척골조면이에요.,1
그러니 우리가 팔을 어 그다음 그다음 다시 그다음 그다음 응 어디서?,1
근육을 한번 이제 볼건데 정지는 끝나는 거 (insertion)/(인서션)은 조면 레디우스 자 그러면 아까 상완골은 어디에 붙는다고 그랬나?,1
그럼 하나 상완이두는 누구 어디에서 부터죠?,1
영상을 상환 이두근에서 우리가 이제 한번 근육을 한번 보면서 얘가 분명히 어디에서 우리가 중간에 휘몰아서 중간에 붙는다고 그랬죠.,1
그것처럼 그랬을 때는 어디 부문을 우리가 트레트먼트를 해주냐 지금 이렇게 해서 근육이 나 나와 있죠.,1
어디에서 어 멈출까요?,1
울라 그러니까 우리가 삼 만 삼두에 운동을 했을 때는 여튼 어 울라에서 같이 해서 결국에는 어 내 손 어 뭐야 이게 주관절 얘는 주관절이 어디야 (elbow)/(엘보) (joint)/(조인트)를 지나서 이 손목하고 같이 이 상완근에 같이 역할이 돼 있다.,1
양쪽에 두개 자 그러면 쇄골 클라비클 어디 있어요?,1
마르면 마를수록 쇄골이 많이 보이는데 네 저는 분명히 쇄골을 갖고 태어났다고 얘기를 했는데 쇄골이 지금 어디 있는지 안 보여요.,1
그러니까 어디에 하나 금이 가면 이 금이 간 걸로 인해서 다른 것까지 다 영향을 받기 때문에 이 손에서 왜 잘못해서 왜 피부에서 손 뗐을 때 그렇게 해서 제때 치료받지 않으면 다른 뼈까지 이상을 줄 수 있어요.,1
그래서 허리가 아프고 엉덩이가 하면 이 뼈들을 다 테스트를 통해서 도대체 어디가 고장났는지 왜냐하면 이거 다 관절로 이렇게 이어져 있는 거거든요.,1
어디서 많이 보호합니까?,1
엘보 조인트 그다음에 손목은 월스트 조인트 상지는 그렇게 해서 (joint)/(조인트)가 이어져 있는 거 왜 우리가 야 왜 (joint)/(조인트)에서 어디 갈래?,1
우리 몸에서 어디를 생각하죠?,1
그다음에 이제 단골은 숏거니에서 수분볼 우리가 그거의 수분 족근 거렸을 때 뭐 우리 어디를 가서 얘기를 했죠.,1
그다음에 편평골 플랫본은 뭐 어디 있어?,1
그 동작골도 뒤에 슬라이드 보면서 자슬기골라고 같이 이렇게 이제 연결돼 있는 거니까 한번 그림을 보면서 이 모양에 따른 분류 그다음에 또 어디에 쓰여지는지 한번 어 보도록 하겠습니다.,1
이것도 이제 경각골 플랫본이라고 배웠고 자 불규칙 인력 어 인려인려 해가지고 고르지 못하다 해가지고 척추 자 콕시는 어디야 꼬리뼈 어떻게 해서 유래가 됐어 딱따구리 저런 콕콕콕콕 쫀다 그래가지고 원래는 이 이제 이버스 싸크럼 자체가 뼈가 이렇게 어렸을 때는 다 분리가 돼 있어요.,1
움직이는 관절은 어디 있어 이건 움직이는 거죠.,1
우리가 흔히 알고 있는 이두 운동 삼 두 운동 복근 운동 하지만 이 근육이 어디에 붙어서 어디에 시작을 하고 시작해서 끝나고 기능들이 뭐 하는가 그 기능을 알면 그 기능을 하기 위해서 우리는 재활을 받는 거거든요.,1
나중에 어딘지 취업을 하려고 한다면 면접에 갔을 때 심층 면접 들어가면 어 그러면 우리 몸에서 중세 관절을 이루는 거 경첩 관절을 갖는 것이 어디죠.,1
미끄러지는 뭐 회전 없이 움직이는 거 그럼 우리 몸에서 나타나는 거 어디입니까?,1
이게 어디예요 무릎이에요.,1
그래서 우리 몸에서 어 근육과 뼈 중요하지만 이렇게 관절이 어떻게 미끄러지는가에 따라서 이런 것들을 여러분들이 알고 있어서 우리는 이 그림을 기본적으로 다 외워야 한다 그래서 일축성이 뭔지 다축 자 다축성이 뭔지 그러면 일축성은 어디 관절이 포함이 되고 다축성은 어떤 관절이 포함이 되고 자 이 세 가지 관절 주머니에 또 그 관절에서 운동해서 구르는 것과 미끄러지는 게 어떤 것인지 지금 이 두 가지를 우리가 살펴봤습니다.,1
인대 파열 수술은 자가동전 이라고 하는데 본인의 인대를 대퇴 대퇴에서 왜냐면 인대가 대퇴에 굉장히 많은 햄스팅 때인데 인대를 제거해서 건을 떼서 연결하거나 아니건 햄스팅에서 햄스핑은 어디 있어요?,1
이렇게 또 늘어나지 말라고 그래서 어디에 제일 많이 있냐면 목에 많이 어 수용체가 더 이상 목이 늘어나지 말라고 근육이 뼈에 붙을 때 중계 역할을 하고요.,1
어디가 지금 다쳐요?,1
이런 것들을 많이 가지고 있는 부분이 우리 중에서 목이야 목 늘어나는 많이 늘어나면 안 되잖아 그리고 어디에 많이 붙어있냐면 큰 근육에 있지 않고 작은 코어머슬에 붙어 있습니다.,1
그리고 섬유성 연골은 어디에 있냐면 디스크 디스크 디스크는 어디 있어 척추 척추 척 척추 사이사이 완충 작용을 하는 거고 그다음에 손목에도 있어요.,1
너무 졸릴 때는 그 약만 빼서 드세요라고 얘기한 것처럼 이런 일상 생활적인 활동을 묻고 이때 운동을 하고 나면 몸이 혹시라도 어디서 뭐 이상이 있나요?,1
여러분 요즘에 하다 못해 어디를 갔다 오면 저녁에 자기네 그 질문지를 보내는 그런 기억도 있습니다.,1
우리 어르신들 우리 부모님들도 그렇고 어르신들 몸이 뭐 찌뿌둥해 몸이 아파 그럼 다 어디 가죠?,1
그래서 손을 펼쳐서 회전은 우리가 이렇게 경례하듯이 어디 먼 데를 바라보듯이 하나 둘 셋 맞춰서 앞으로 쭉 이게 원 핸드입니다.,1
레크레이션에 관해 무엇을 누구에게 무엇 때문에 또 언제 어디서 어떻게 이런 서비스를 해야 되는지에 대해서 이 일련의 과정과 내용을 잘 정리를 해보셔야 돼요.,1
시설 환경의 여건 그래서 어디서 할 거야라는 거죠.,1
아이들이 이런 얘기를 어디서 들었겠냐라는 거죠.,1
자기가 무슨 잘못을 했는지도 모르게 그러면 나는 여기서 수업을 하고 있는데 쟤는 또 어디 가서 무슨 짓을 할지 몰라.,1
어디서 욕을 배웠는지 한번 알아봐야 돼요.,1
두 다리에 힘이 생겨서 본인이 직접 어디든 컨트롤하면서 다닐 수 있는 그 시기예요.,1
근데 그게 어디까지 올라가느냐 보통이 060 이하로는 괜찮아요.,1
그래서 용혈성 빈혈이라고 하나는 이게 이제 어 본래 어 010일 이렇게 살고 깨지면 그게 (bilirubin)/(빌리루빈)이 어디로 가냐면 간으로 가요.,1
십이장을 통해서 그니까 이제 간에서 만들어 지니까 어디 담낭으로 모이게 된다고 여기가 모이게 되는데 여기서 어디로 십이지장 요렇게 십이지장 쪽으로 가서 밖으로 나가게 된다고 근데 이 관 여기 관이 막혀 막히면 못 가죠.,1
내 정보를 내가 들고 다닌다 그러면서 경우에는 어디에서든지 그 정보를 활용할 수 있다.,1
자기 환자니까 자세하게 안 쓰는 의사가 어디 있습니까?,1
그로 부터 시작해서 전자 처방 전후에 나오는게 전 전자 처방 이런 부분이 나오는데 어 진료실에서 처방하면 약국에 바로 가고 약국에서 바로 처방을 조제를 해주고 지금부터 이제 어디 병원에 약국으로 가지만 은행 약국도 처방적으로 보내주면 팩스라든가 보내주죠.,1
어디가 아파 언제부터 아팠어 어떻게 아퍼 그지 그러면 이제 진단은 거기에 맞는 그래 그럼 엑스레이지를 찍어보자 피검사를 해보자 (ct)/(씨티)를 찍어보자 (mri)/(엠알아이)를 찍어보자 여러가지가 있을꺼예요.,1
그래서 문진 물어본다는 거지 물어봐 언제 아팠어 어디 가 아퍼 어떻게 아퍼 그다음에 신체 검진을 뭐예요?,1
주증상은 어디가 제일 아파?,1
라이소 녹이는 거 그래서 어디 갈 때 백혈구 백혈구인데 이제백혈구입니다.,1
장기가 어디에 붙어 있는지 그런 장기가 어떤 기능을 하는지 알아야지 음 질병을 예방하고 치료하고 재활하는데 에 기본이 될 것 같애.,1
기본이 기본 이런 장기가 어디에 있는지 어떤 기능을 수행했는지 어떻게 생겼는지 이걸 알아야 이 환자에게 이제 우리는 질병적인 거니까 그런 것들을 예방하고 치료하고 재활하는 데 기본이 될 것 같습니다.,1
모양이 어쩧더라 색깔이 어쩧더라 어디가 검더라 북 뭐 북 빨갛다 파랗다 이렇게 또 모양이 찌그러졌다 둥그렇다 네모낳다 요렇게 이렇게 맨눈으로 보는 것도 형태 구조 여기서 보시면 그리고 눈으로 확인 안 되는 것들은 인제 현미경 봐서 뭐 세포 조직 그런 것들을 보고 이젠 진단하게 되는 거죠.,1
형태를 알아야 되고 어디에 붙어 있는지 알아야 잘 크고 있구나.,1
사는 사람 그 기후나 어디에 사냐에 따라서 우리도 우리 인제 우린 대부분이 사계절이 있습니다.,1
고거 하나랑 그 다음에 제가 또 여러분들이 했으면 좋겠다고 느낀 게 어디서 무슨 소리가 들리네요.,1
그거 하는데 뭐 누구랑 할지 어디서 할지 뭘 할지 홍보는 어떻게 할지 돈은 어떻게 마련할지 무슨 곡을 할지 다 기획 그런 포괄적인 범위 안에서 기획을 하겠죠.,1
차로 세 시 배를 어디 어디 항구로 가시는 거에요?,1
그러면은 만약에 한 그 한 번은 굉장히 그냥 관례적으로 해 왔던 형태대로 어 진행을 하고 그 다음 또 한 번은 어 쫌 자유로운 형태로 뭔가 어디서 또 진행을 할 수 있겠죠.,1
그다음에 인제 그 이 대상 같은 경우에 어디로 찾아갈지 그런 거는 이제 우리가 여기서 정하는 거보다 그 교수 회의에서 정하는 게 훨씬 더 딱 그 실행성 있게 정해질 테니까 거기 관련해서도 제가 다시 전달을 해드릴게요.,1
이게 어디서 들어본 혹시 방금 들었던 곡을 나는 안다.,1
어디서 들어봤다.,1
이런 편성이 이제 어디서 온 거냐 하면 재즈 빅밴드에서 온 거예요.,1
수업을 어디서 할지?,1
예를 들면은 공연에 공연을 일단 한다고 했을 때 공연의 컨셉을 정할 수도 있고 그다음 팀을 어떻게 나눌지 시간은 어떻게 나눌지 아니면 장소는 어디서 할지 그런 걸 정할 수도 있구요.,1
그래서 그러면 저한 그 우리가 근데 라이브 레코딩을 할 수 있는 곳이 어디일까 근데 인제 그런 거에 대해서 만약에 저한테 문의를 하면은 제 인제 또 당연히 도와드릴 수 있죠.,1
근데 지금 일단 우리가 먼저 정하고 넘어갈 거는 그럼 우리가 졸업 연주회 때 아니 아니 그 인제 이 수업을 목표점을 어디로 가지고 갈지 그러면 지금 일단 0번은 졸업 연주회고 1번은 졸업 연주회인데 연주회보다는 어떤 영상 제작 왜냐면은 연주회에 못 오는 따른 사람들한테도 뭔가 이렇게 위안이 될 수 있는 그런 음악을 들려줄 수 있도록 그 sns 뭐 유튜브에 업로드를 하는 방향이 좀 다르겠죠?,1
그 팀을 나눠서 영상 그 아까 플라이투더문 이렇게 그 한 네 명이서 이렇게 했던 그 영상처럼 어 그런식으로 해도 되고 꼭 그 어디 모여서 한꺼번에 공연을 안 해도 아니면은 아까 그니까 제가 얘기를 하면 너무 그 제한이 될까 봐 그 일부러 얘기를 안 했었는데 뭐 예를 들면은 또 뭐가 있 그 아까 그 대전역에서 한 것처럼 장소나 대상을 좀 정해도 괜찮을 거 같애요.,1
그니까 뭐 어 어디다 적었더라 내가 그럼 뭐 어 뭐 다른 과 학생 그러니까 그 기존대 안에서 다른 과랑 협력을 하거나 다른 과 학생들의 도움을 그냥 요청을 해서 해도 괜찮을 것 같고요.,1
그 유아 교육과 하면 예를 들면 어린아이들 유치원이든 그 유아들을 대상으로 해서 그런 그 어 장소를 협찬을 받았 뭐 예를 들면 유아 교육 그 뭐 유치원이든 아니 어느 시설이든 아니 학교 안에서든 그런 어린아이들을 대상으로 한 공연을 해도 되고 아니면은 그 임상 병리학과 그런 과가 있으니까 뭐 병원이든 어디든 아까 그 코로나가 요즘은 가장 그 이슈니까 그런 분들을 위로하기 위해서 찾아가서 어떤 뭐 뭐 보건소든 진료소든 그런 데서 공연을 해도 어 좋을 것 같구요.,1
근데 이제 여러분들이 예를 들면 뭐 결혼식이든 어디 행사건 어디 이렇게 가서 그분 뭐라고 할까요.,1
처음이신 분이 많으 어 많으실 텐데 아마 어떤 악기인지는 아마 한 번 씩은 다 이렇게 뭐 어디서 보든지 들어 보셨을 거에요.,1
악기 자체가 쉽고 그 다음에 휴대하기도 편하고 작아서 그 다음에 머 가격도 그렇게 비싸지 않고 그래서 여러분들이 만약에 이 수업을 통해서 우크렐레라는 악기랑 좀 친숙해지고 그다음에 기본적인 그런 지도 그 방법에 대해서 익히고 나면 여러분들이 어떤 활동을 하든 특히 이제 어디 단체에서 교육을 할 때 특히 도움이 많이 될 때고 그 다음에 꼭 교육 목적이 아니더라도 여러분들이 수업을 진행을 하다 보면 배우시겠지만 다른 악기들이랑 같이 연주를 한다든지 아니면은,1
그 다음에 밑에 보면 포지션 마크 그러니까 이 프랫의 위치를 알기 쉽도록 표시가 돼 있다고 있는데 말 그대로 이 만약에 점찍혀 있는 부분이 없으면은 여기 이 여러분들이 나중에 우크렐레를 잡아보시면 아시겠지만 이 네모네모네보다 쭉 복잡하게 있기 때문에 자기가 그 어디가 어떤 칸인지가 헷갈려요.,1
(who)/(더블유에이치오)에서 얘기하는 건강 개념의 문제점은 신체적 정신적 건강이나 사회적 안녕이 어 완전한 상태라는 것은 현실적으로 어려울 뿐 뿐만 아니라 어디까지를 완전한 상태라고 할 것인지 그 한계도 막연하기 때문입니다.,1
그 다음에 이제 아까 보면 그 선천 그 이 부분은 어디에 해당이 되냐 하면 그 이제 아 다음 부분에 대한 연결 부분이 있네요.,1
그런데 대부분 이제 이런 조직들이나 이런 부분들에 대해서 정확하게 늦은 정도는 조금 알고 해야 될 것 같아서 그리고 처음에 지금 면역하게 개요라고 해 가지고 지금 페이지까지 쭉 나가는데 뭐 지금 이렇게 천천히 수업을 나가는 이유는 어쨌든 이 개요가 정확하게 잡힌다고 그러면 그다 음부 터는 뭐 그 뭐 이렇게 조금 파문 부터 시작해가지고 쭉 어 이렇게 어 처음에 개념에서 이제 더하기 더하기 더하기를 하다 보니까 어 이 첫 부분이 어디서 조금 중요해서 이렇게 어 수업을 좀 자세히 나갑니다.,1
그래서 적색 속질과 백색 속질을 존재하는 식세포들은 어 혈액 속의 이물질을 제거하고 어 면역 반응을 일으켜서 어 항체를 만드는 데 도움을 주는 곳이 어디라고요?,1
그래서 어 내가 어느 어 어디에 어떻게 모을 건지 그리고 어 이 위치가 내가 동선이나 그런 것들을 다 확인을 하고 어 내가 사용하기에 편리한 위치에 그리고 내 손이 닿는 위치에 그런 위치에 정확하게 갈 수 있는 자주 사용하는 것들이 그리고 자주 사용하지 않은 것들은 조금 더 자주 사용하는 것들과 다르게 위치를 놓아서 내가 그 위치에 따라서 어 업무를 할 수 있는 어 그래서 편리하게 일을 하고 어 동선을 줄일 수 있는 내가 어 내 주위를 더 어 명확하게 그 위치를 명확하게 하기 위한 게 정 위치입니다.,1
